Phases:
0,Not indexed,0
2,Iron,60696
1,Iron,310619
Map Size:
X,256
Y,192
Data:
K,Cluster Size,Phase,Euler1,Euler2,Euler3,Index Quality,Pattern Quality,IPF x-coordinate,IPF y-coordinate,Kernel Average Misorientation,GND Density,Channelling Fraction
twin-012,5,8,34.19277754942996,0.82715142142835
twin-133,7,14,34.20458850543403,0.8270355574405863
twin-013,6,20,34.21875337134745,0.8268965555461589
twin-011,13,18,34.23135440184297,0.8267728573184574
twin-113,2,11,34.23297191826846,0.8267569760450391
twin-013,10,17,34.23854085383904,0.8267022934845201
twin-133,16,18,34.2494456129907,0.8265951947206747
twin-133,3,8,34.257722905377776,0.8265138810710306
ksor-04,1,9,34.26047182882724,0.826486872651921
twin-122,8,12,34.26908578120934,0.8264022274773541
twin-011,11,20,34.29819674491315,0.8261160297946089
twin-123,11,15,34.32369091820075,0.825865214582709
twin-011,12,14,34.325927611610076,0.8258432018801192
twin-011,2,19,34.329001395061034,0.8258129487962633
twin-233,1,17,34.33705275210925,0.8257336936980175
twin-122,10,18,34.36037500976294,0.8255040245029215
twin-013,6,11,34.37518794167756,0.8253580810561778
twin-011,10,19,34.38540929500656,0.8252573436707427
twin-023,3,13,34.38946251383044,0.8252173895678676
twin-111,15,19,34.40728108941163,0.8250416961836513
ksor-03,7,9,34.431729765020634,0.8248004993318216
twin-013,11,17,34.43995720011906,0.824719298319855
twin-012,7,19,34.448251822296854,0.8246374169878368
twin-112,7,19,34.45063843661664,0.8246138540438577
twin-112,11,15,34.45123800380984,0.8246079343170098
twin-123,6,19,34.452963505597324,0.8245908973585516
twin-122,1,17,34.459770211139485,0.8245236832033214
twin-123,15,17,34.47367116581709,0.8243863793384056
twin-011,15,20,34.489236063479815,0.8242325826274635
twin-111,14,20,34.48927263943215,0.8242322211489379
twin-011,5,10,34.50855372230022,0.8240416203015635
twin-023,11,16,34.51545123050039,0.8239734131422201
twin-223,17,19,34.516325456014506,0.823964767364842
twin-233,16,18,34.519287128289996,0.8239354760605433
twin-013,11,13,34.52027618377659,0.8239256936893589
twin-001,8,15,34.521766104672956,0.8239109569856389
twin-111,7,10,34.54487050165416,0.8236823617045561
twin-023,7,15,34.57296041639042,0.8234042592246344
twin-122,4,7,34.59844512459136,0.8231517782018922
twin-023,12,20,34.60263829412341,0.8231102202068115
twin-111,4,16,34.603895868138736,0.8230977556837813
twin-011,4,8,34.60819561961312,0.8230551354341744
twin-113,10,13,34.609677353257645,0.8230404470328319
twin-133,8,20,34.63558759290688,0.8227835102910079
twin-112,13,18,34.6752167706028,0.8223902053734642
twin-113,2,15,34.686274259424096,0.8222803936798737
twin-133,6,12,34.69934163224345,0.822150582388165
twin-012,12,14,34.74283748985259,0.8217181864665162
twin-012,1,2,34.744382323315314,0.8217028204393686
twin-113,4,18,34.7577264958686,0.8215700648162787
ksor-20,17,9,34.77753616898757,0.8213729044363816
ksor-10,6,9,34.77922039062061,0.8213561372996971
twin-023,1,14,34.79751036933858,0.8211740071483682
twin-013,18,20,34.79835824988633,0.821165561991767
nwor-03,12,9,34.80559310440695,0.8210934932544289
twin-112,2,16,34.80578320396641,0.821091599434407
ksor-10,13,9,34.82350589927243,0.8209150017502516
twin-113,14,15,34.833958126041594,0.8208108137813943
twin-023,4,13,34.84177570446384,0.8207328701749501
twin-123,3,20,34.8560214082645,0.8205907969376613
twin-023,6,19,34.88908058113007,0.820260900431699
twin-011,6,18,34.8908074067546,0.8202436609843937
twin-011,4,7,34.90825139952744,0.8200694703019462
twin-113,19,20,34.91364643362891,0.8200155816558277
twin-133,10,19,34.91867373884594,0.8199653595493208
twin-011,2,14,34.92599084766123,0.8198922513307796
twin-011,10,17,34.927254395261414,0.8198796253573983
twin-223,4,13,34.941957572284196,0.8197326748494971
twin-133,4,5,34.956403327964054,0.819588244559585
twin-112,12,19,34.96546982708455,0.8194975700705618
twin-013,4,10,34.9734711903748,0.8194175310098473
twin-113,2,3,34.990163993336715,0.819250498487168
twin-122,4,8,35.024131008307535,0.8189104010119255
twin-223,8,20,35.07034929349766,0.8184471744869013
twin-001,7,20,35.0761258086087,0.8183892414474039
twin-122,5,7,35.08847109854877,0.8182654018596998
twin-112,5,12,35.09096779216809,0.8182403521018002
twin-012,10,20,35.09335339786258,0.8182164154566798
twin-011,3,12,35.102034718546214,0.8181292970132734
ksor-21,17,9,35.10929805297222,0.8180563938579271
twin-133,11,16,35.11320089974513,0.818017214981144
twin-233,5,20,35.11329378304344,0.818016282522356
twin-011,2,6,35.11331627983395,0.8180160566759398
ksor-11,6,9,35.117518346821434,0.8179738697015213
twin-133,10,20,35.11900786328365,0.8179589145303376
ksor-11,13,9,35.12306870363681,0.8179181397241162
twin-123,10,16,35.12816252073072,0.8178669870125588
twin-023,12,18,35.13016286802015,0.8178468975215949
twin-123,12,16,35.13339431960426,0.8178144419423428
twin-023,5,7,35.14839639526036,0.8176637322255373
ksor-10,14,9,35.15648052785131,0.817582496397969
twin-023,14,17,35.15820501170225,0.817565165299134
twin-112,3,13,35.16906404085501,0.8174560148139411
twin-133,6,16,35.17226359162254,0.8174238486478269
twin-133,7,20,35.20729027962744,0.8170715468284082
twin-112,1,10,35.21861197395125,0.8169576068216671
twin-111,7,19,35.22096151004637,0.8169339574099062
twin-111,3,10,35.221173415665135,0.8169318243922761
twin-111,7,12,35.223991685715745,0.8169034549469383
ksor-14,16,9,35.23678985756619,0.8167746003270473
twin-011,3,15,35.26590957964748,0.8164812651514581
twin-223,13,15,35.266411461574286,0.8164762076353014
twin-223,7,14,35.285215909081906,0.816286668126607
ksor-05,8,9,35.2853389471354,0.8162854276744667
twin-113,4,20,35.312414309267304,0.8160123661824112
twin-122,2,10,35.31594455047479,0.8159767494271146
twin-011,5,14,35.3383269357166,0.8157508605049404
twin-012,15,18,35.36009686311513,0.8155310332438959
twin-133,3,15,35.37761379445668,0.8153540661865342
ksor-12,16,9,35.41132513679712,0.8150132785532809
twin-122,11,16,35.42030426857983,0.8149224610088575
twin-133,11,17,35.435028566371145,0.8147734918694789
twin-011,14,20,35.51552564360399,0.8139581332992605
twin-223,2,5,35.53585281190817,0.813751984341128
twin-113,10,12,35.53649306165256,0.813745489553479
twin-012,15,16,35.53866173474116,0.8137234894594534
twin-133,5,19,35.540325223369095,0.8137066134167601
twin-001,4,8,35.54354373007525,0.8136739598145377
twin-113,6,10,35.545065019694455,0.8136585245625008
twin-113,3,4,35.545371691762924,0.8136554129483171
twin-023,6,16,35.561330081191436,0.8134934607522473
twin-122,11,14,35.5928253049549,0.8131736493043675
twin-233,8,12,35.60239275099161,0.813076450077705
twin-013,5,20,35.60486829622198,0.8130512964050254
ksor-12,18,9,35.613958696160616,0.8129589170890759
twin-023,10,14,35.65896613580123,0.8125012368250324
ksor-05,11,9,35.71232007131543,0.8119580316982011
ksor-13,16,9,35.72301444757245,0.8118490657852746
twin-012,13,17,35.73098487134059,0.8117678360614473
twin-012,1,14,35.73181748711702,0.8117593496403086
twin-012,2,19,35.74923644440646,0.8115817679306607
twin-223,10,18,35.7656491781875,0.8114143757684531
twin-113,8,10,35.79738119678582,0.8110905546496312
nwor-01,2,9,35.81155394390654,0.8109458432321901
ksor-09,14,9,35.811777128303824,0.8109435640018539
twin-013,14,15,35.820790224055536,0.8108515091079862
twin-112,3,15,35.825244208683515,0.8108060111057629
twin-233,2,13,35.82693683196864,0.8107887194653567
twin-111,10,13,35.82991876860645,0.8107582546300294
twin-011,13,15,35.85274993620325,0.8105249281582936
nwor-01,10,9,35.86730677365122,0.8103760952290842
twin-113,10,17,35.8739709912715,0.8103079410619878
nwor-04,6,9,35.944234130503524,0.8095887013199425
twin-012,6,17,35.94854792555628,0.8095445040220275
twin-013,8,10,35.95867151939271,0.8094407639912511
twin-013,2,15,35.98285881147645,0.809192805985909
twin-111,13,14,36.011977738996094,0.808894099613438
twin-012,18,19,36.01351370398094,0.80887833765019
twin-233,4,6,36.03796081065251,0.8086273849333039
ksor-04,15,9,36.048122019154114,0.8085230354980442
twin-122,7,14,36.0644958423527,0.8083548327832508
twin-123,13,19,36.07747102620544,0.8082214962484735
twin-113,1,8,36.08800021930483,0.808113264917891
nwor-12,17,9,36.09169682954686,0.8080752603723971
twin-012,2,10,36.109778017858105,0.8078893207034521
ksor-09,19,9,36.11414985468643,0.8078443504124462
twin-113,15,17,36.11584113186356,0.8078269520634431
twin-011,8,14,36.125529795930966,0.807727270175737
nwor-04,13,9,36.14391187863005,0.8075380825120797
twin-123,3,14,36.15723709307167,0.8074008879679566
twin-122,6,8,36.18070239556355,0.8071591863364262
ksor-04,12,9,36.23252324440792,0.8066249321136367
twin-122,1,10,36.24225636223117,0.8065245135688583
twin-001,5,19,36.254280038614986,0.806400430733818
twin-013,1,15,36.267218743462685,0.8062668652506411
twin-233,3,12,36.328708284446336,0.8056315504723734
twin-133,12,13,36.36471390130279,0.8052591068181965
twin-013,12,18,36.39464059148954,0.8049493018363605
twin-023,12,13,36.42555929775013,0.8046289967322564
twin-012,3,11,36.44103104223417,0.804468627844412
twin-133,8,18,36.466663512858,0.8042028111451813
twin-112,13,15,36.47131731671941,0.8041545324848356
ksor-10,15,9,36.498670859942905,0.8038706590227307
ksor-08,18,9,36.52085599626112,0.8036402884199365
twin-113,15,18,36.54583399392485,0.8033807725342852
twin-112,10,19,36.55853424310943,0.8032487611908035
ksor-09,12,9,36.57394356706856,0.8030885376758343
twin-011,7,20,36.60449421228627,0.8027707055567133
twin-112,17,20,36.625121158596315,0.8025559850687243
twin-112,4,16,36.6398095969167,0.8024030193058711
twin-122,8,20,36.73257384673486,0.8014357523168905
twin-133,5,18,36.75901426169527,0.8011596692354483
twin-233,6,7,36.79733460714285,0.8007592365889411
twin-123,17,20,36.802041038145674,0.8007100315213886
ksor-06,12,9,36.849169026622484,0.8002170172334744
twin-112,4,6,36.89129956554333,0.7997758238151631
twin-012,5,11,36.90583042437116,0.7996235555233702
twin-133,8,12,36.91370734247533,0.7995409921147969
twin-112,3,10,36.939609872414685,0.7992693832994306
ksor-08,2,9,36.98342474328522,0.7988095773813901
twin-112,4,13,36.99464053325307,0.7986918005356776
twin-011,4,12,36.99646153947321,0.7986726752880609
twin-023,10,20,37.012234463091644,0.7985069852782585
twin-012,2,16,37.012433030859064,0.7985048989954442
twin-013,5,17,37.02238049757091,0.7984003721310258
nwor-06,12,9,37.04609495429096,0.7981510862128798
twin-012,5,7,37.091145766071406,0.7976771363701936
twin-133,3,11,37.14662117588793,0.7970928387112335
twin-023,10,15,37.15910389007331,0.7969612608634979
twin-123,17,18,37.18803163603479,0.7966561937567247
twin-001,4,6,37.194974226376246,0.7965829481554612
twin-133,1,15,37.20269403607405,0.7965014890144428
nwor-01,14,9,37.22042433830151,0.7963143447943473
ksor-01,18,9,37.23314443665095,0.7961800365460283
twin-133,12,18,37.25301342069823,0.7959701665333458
twin-112,8,14,37.261262554938675,0.7958830053252453
twin-001,3,15,37.26828190831635,0.7958088251175068
twin-001,3,18,37.32701865602317,0.7951876297982825
twin-133,8,14,37.341589247321124,0.7950334029561044
twin-112,1,16,37.35081203617561,0.7949357549777372
twin-111,2,12,37.37902128001772,0.7946369565681299
twin-112,2,8,37.380585847845396,0.794620378688808
twin-133,1,19,37.38773458792785,0.794544624386039
ksor-13,12,9,37.412675554749946,0.7942802312389017
twin-013,2,18,37.41838562639404,0.7942196789777616
twin-011,5,15,37.44626694285127,0.7939238992200148
twin-111,5,10,37.44872839064217,0.7938977778471252
twin-012,1,20,37.47737766975907,0.7935936382451338
twin-001,6,7,37.525073752892744,0.7930868584329955
twin-223,4,6,37.528473140895194,0.7930507183138242
nwor-06,19,9,37.528827356552604,0.7930469523588917
twin-122,12,18,37.55476508661153,0.7927711048788548
ksor-12,15,9,37.58613404826118,0.7924372792554617
twin-013,6,17,37.62870727633089,0.7919838389286751
twin-012,4,10,37.63779334300204,0.7918870081253491
twin-001,11,15,37.64010866951816,0.7918623303561279
twin-112,10,11,37.654915834886914,0.791704478492893
twin-133,7,18,37.673136944673296,0.7915101596900258
nwor-04,16,9,37.67883324359268,0.7914493951544708
ksor-02,1,9,37.71979349365189,0.7910122266269397
twin-013,11,16,37.73670844361394,0.7908315755019215
twin-122,11,18,37.75295012920594,0.7906580499536817
twin-223,8,16,37.75942377243675,0.790588868087517
twin-123,1,16,37.773111329990215,0.7904425600740894
twin-122,5,14,37.77347941379292,0.7904386249574171
twin-133,8,19,37.82314681564637,0.7899073407199573
twin-013,3,11,37.84647867312825,0.7896575586428964
twin-001,8,18,37.85597510186703,0.7895558559569031
twin-113,4,12,37.88671074367319,0.7892265417027258
twin-011,13,19,37.90887489776172,0.7889889249338378
twin-011,10,12,37.95558893492026,0.7884877279345224
twin-133,1,18,37.9616103870721,0.7884230853623322
twin-122,7,20,37.972106468687336,0.7883103851276543
twin-111,12,15,37.97432839846032,0.7882865240688739
twin-133,5,14,37.990029789003785,0.7881178747813391
twin-001,10,15,38.00572279475922,0.7879492564161299
twin-011,3,4,38.01090208978529,0.7878935929008049
twin-001,14,17,38.0467056451087,0.7875086247524581
ksor-06,1,9,38.05306928607925,0.7874401692158695
twin-013,15,16,38.05582898603555,0.7874104793011563
twin-111,11,12,38.07091749957897,0.7872481189672831
twin-223,6,17,38.09770351551001,0.7869597528771504
twin-123,3,7,38.16565213701428,0.7862274774481604
twin-123,16,19,38.17043934060054,0.7861758445298848
twin-023,16,20,38.17788553086019,0.7860955219068679
twin-223,7,8,38.203890741158496,0.785814897572426
twin-113,6,16,38.217003511385755,0.7856733352087062
ksor-08,12,9,38.21915850239673,0.7856500664984167
twin-223,1,12,38.22742757605027,0.7855607701137721
twin-133,10,14,38.23089356812513,0.7855233365611305
twin-011,19,20,38.277493027483445,0.7850197720577647
twin-133,13,16,38.30796376872157,0.7846902173951993
twin-123,6,12,38.36645259064519,0.7840570129143527
twin-112,16,17,38.38286469823601,0.7838791873486257
twin-013,13,17,38.4101968844131,0.7835828997379002
ksor-01,19,9,38.42143138785335,0.7834610632474985
twin-133,15,19,38.45822300639848,0.7830618528870459
twin-023,14,19,38.478653747017155,0.7828400280784844
ksor-01,14,9,38.48971713954372,0.7827198668077286
twin-013,1,3,38.52539799616678,0.7823321325199866
twin-133,1,17,38.538782722682434,0.7821866060297389
twin-223,3,17,38.55759449032541,0.78198200145428
twin-111,6,11,38.59370779093045,0.7815889820169668
twin-001,5,16,38.64972514919448,0.7809787332961218
twin-012,6,12,38.66205957741622,0.7808442626948722
twin-023,16,17,38.69582863824626,0.7804759254343945
twin-123,5,16,38.71489757712471,0.7802678105085992
twin-111,5,7,38.77882648785956,0.7795694715835666
twin-122,5,19,38.784973406476205,0.7795022734562678
nwor-09,12,9,38.78797005688952,0.7794695108144989
twin-011,7,13,38.80042166699669,0.7793333534337559
twin-001,1,16,38.803444531658364,0.7793002930929005
twin-011,5,18,38.8035952354031,0.7792986448256671
twin-112,12,13,38.87687879102568,0.778496494133126
twin-122,8,13,38.897312313931785,0.7782726047707218
twin-111,14,19,38.92116397915299,0.7780111377416583
twin-011,3,8,38.93050012334554,0.7779087562239564
twin-001,4,11,38.93425485854297,0.777867575426745
twin-012,5,13,38.94669605625516,0.7777311002708416
twin-023,11,17,38.95643781600895,0.7776242113129257
twin-113,1,20,38.974173796798596,0.7774295500986177
twin-223,1,19,38.9830666633665,0.7773319184217953
twin-001,7,14,38.98554484755857,0.7773047079664839
twin-111,2,10,38.98860922988242,0.7772710590465701
twin-023,15,16,39.00548924118327,0.7770856656414313
twin-111,1,2,39.02452728362513,0.7768764896167062
twin-023,13,17,39.02855729363435,0.7768321998264236
twin-013,4,18,39.03858456712041,0.7767219834626442
twin-001,5,12,39.044339618348985,0.7766587151607576
twin-001,3,20,39.067604076683644,0.7764028768920344
twin-111,2,20,39.086973712374494,0.7761897721680588
nwor-02,18,9,39.104592987192454,0.7759958478666793
ksor-03,19,9,39.12394687103445,0.7757827472385981
twin-011,16,18,39.125925874053635,0.775760951957476
twin-111,8,19,39.13764558365776,0.7756318607426522
twin-111,7,18,39.145382470936994,0.7755466220608778
ksor-05,18,9,39.15890668453936,0.7753975893978267
twin-122,11,15,39.220970466787236,0.7747131117463963
twin-023,4,12,39.254740670664575,0.774340291195321
twin-011,6,16,39.255311217379685,0.7743339900906798
twin-223,12,17,39.25851065524342,0.774298654150857
twin-012,14,16,39.26705135996422,0.7742043151846905
twin-233,11,16,39.27507041654351,0.7741157225838071
twin-023,7,10,39.28697425200229,0.7739841839222523
twin-111,11,13,39.375700859305354,0.7730026932143668
twin-113,10,11,39.38230554422572,0.7729295582558002
twin-001,4,13,39.41038503968119,0.7726185139091455
twin-013,10,20,39.42324806959766,0.772475964586604
twin-223,4,7,39.432300400523594,0.7723756224517986
twin-111,10,15,39.437856353643916,0.7723140269760731
twin-012,1,6,39.52338347853321,0.7713649237230811
twin-223,6,15,39.53600335090759,0.7712247341396643
ksor-08,19,9,39.57580993291539,0.7707822921566851
twin-011,10,15,39.591796795278505,0.7706044967395869
nwor-06,18,9,39.60160935286498,0.7704953381840731
twin-113,13,18,39.6099871677918,0.7704021223575475
twin-113,11,19,39.6125078978189,0.770374072210557
twin-011,1,2,39.61559896237494,0.7703396734670416
twin-012,3,10,39.65201086127871,0.7699342968967626
twin-023,12,16,39.67363620761152,0.769693393003523
twin-223,7,20,39.68272280060434,0.7695921366760221
twin-111,3,11,39.69929629681935,0.76940740029525
twin-133,5,12,39.71857540668002,0.7691924248078037
twin-133,3,13,39.73212981501083,0.7690412315852517
ksor-21,3,9,39.79946577865126,0.7682894918926979
nwor-02,12,9,39.80130045733287,0.7682689946579162
twin-001,15,17,39.84455949447801,0.7677854716571879
twin-111,5,6,39.85301828548151,0.7676908733097343
nwor-10,3,9,39.865954023640654,0.7675461749514472
twin-233,10,18,39.892824920220775,0.7672454737456211
twin-233,8,13,39.99001271662041,0.7661564764176279
twin-012,6,16,39.99022461048299,0.7661540997198233
twin-223,7,11,39.99417174645896,0.7661098249343232
ksor-01,5,9,40.041511873384366,0.7655785303486746
twin-023,8,16,40.05165578642565,0.7654646179907738
ksor-08,14,9,40.0523814018186,0.7654564686811247
twin-023,6,17,40.05675274170964,0.765407372028108
twin-011,8,19,40.06985922704836,0.765260139987084
ksor-06,18,9,40.07325504109251,0.765221986490503
twin-233,4,11,40.08351239069098,0.7651067242372438
twin-233,3,17,40.099523073128516,0.7649267625410829
twin-001,4,17,40.13065525942642,0.7645766626291095
ksor-18,16,9,40.15378611190181,0.7643163962946824
twin-233,5,14,40.1680708605404,0.7641556033272789
twin-023,4,16,40.178041697671766,0.7640433407577194
twin-111,4,5,40.20056461964669,0.7637896679529379
twin-111,10,14,40.2151397030733,0.7636254477387516
ksor-06,16,9,40.220176861602404,0.7635686816329872
twin-123,14,17,40.23776579632591,0.7633704173846652
twin-011,7,10,40.24818465187176,0.7632529410636137
twin-123,16,17,40.296874215896516,0.7627036143222206
twin-122,1,19,40.31197689177979,0.7625331105589108
nwor-03,19,9,40.34001759729961,0.7622164006133092
twin-111,2,16,40.34541371047805,0.7621554324566042
twin-223,3,18,40.37202742552341,0.7618546376683497
ksor-12,4,9,40.37795418544056,0.7617876295810919
ksor-04,3,9,40.395801964614705,0.7615857929393126
twin-111,10,17,40.49586606469745,0.7604528218053705
twin-112,4,11,40.51572349657352,0.7602277110291438
twin-011,15,17,40.5285704392751,0.7600820249535245
twin-023,19,20,40.53001220179111,0.7600656727856712
twin-001,2,11,40.58131903491636,0.7594834482294528
ksor-24,3,9,40.59281944422687,0.7593528592215424
twin-013,10,11,40.628909961357245,0.7589428469375894
twin-223,3,6,40.66430716760586,0.7585404186198246
ksor-08,15,9,40.687340844553944,0.758278394884454
nwor-03,15,9,40.69151241957584,0.7582309272740937
twin-023,3,11,40.70246769702113,0.7581062499827524
ksor-16,12,9,40.7776953153833,0.7572493685131529
twin-012,5,17,40.84035983449323,0.7565345905679277
twin-133,2,10,40.87327893570808,0.7561587387913469
ksor-03,6,9,40.92063079124032,0.7556176642209622
twin-223,3,16,40.93179219720572,0.7554900512141769
twin-122,3,13,40.9459537483385,0.7553280950330703
twin-223,5,19,40.95714841007553,0.7552000365241167
twin-013,7,12,41.00229849547034,0.7546832609456169
ksor-08,3,9,41.01713133512879,0.7545133860193043
twin-023,13,16,41.04039424942148,0.7542468627841774
twin-223,4,8,41.06574488680365,0.7539562789304526
twin-233,7,14,41.111046740902836,0.7534366350340813
twin-112,6,15,41.13173920338212,0.7531991213147022
twin-111,15,16,41.13321355362761,0.7531821945715196
twin-122,1,18,41.18588144999045,0.7525771971346347
twin-123,12,13,41.19393016858798,0.7524846852752405
twin-233,12,18,41.207212196073606,0.7523319893664948
twin-122,18,19,41.233033672077944,0.7520350188646676
twin-023,10,13,41.24352544928328,0.7519143102243695
twin-111,4,20,41.26163726564444,0.7517058731656752
nwor-05,3,9,41.28848154849465,0.7513968016930634
twin-023,7,8,41.30242986535262,0.7512361427176779
twin-012,14,19,41.30664001243392,0.751187640813084
twin-122,10,19,41.32081965611507,0.7510242580827566
ksor-15,18,9,41.322137603704185,0.7510090699009229
twin-011,10,18,41.32700127951821,0.7509530168942291
twin-113,1,11,41.3446234367043,0.7507498793193095
twin-133,2,11,41.360586119210296,0.7505658098635528
twin-011,2,11,41.3762019841682,0.750385683269545
twin-112,2,11,41.384465347933855,0.7502903440899642
twin-233,2,6,41.409948084849304,0.7499962368384581
twin-113,7,12,41.4127341607777,0.7499640725374128
twin-223,3,13,41.42981488679283,0.7497668425939248
twin-023,13,19,41.43274804843666,0.7497329668782124
twin-011,5,12,41.44723693368776,0.7495656027980866
twin-001,7,13,41.48719691921935,0.74910376845766
twin-011,8,20,41.50683608835991,0.7488766567696026
twin-122,3,15,41.53886897854009,0.7485060325736415
nwor-02,16,9,41.57800913415315,0.7480528589333111
twin-111,1,14,41.59455200746521,0.7478612168123122
twin-112,2,17,41.61933208656878,0.7475740335477963
nwor-06,2,9,41.65423688398891,0.7471692748970802
twin-012,1,13,41.66447361806297,0.7470505163663415
twin-011,15,16,41.72947300765598,0.7462958883414408
twin-023,1,16,41.755985112345044,0.7459878130481394
twin-011,7,15,41.79640799620657,0.7455177846667325
twin-122,5,18,41.796838033529234,0.7455127822922829
twin-012,3,5,41.79790503064226,0.7455003703531049
twin-011,5,19,41.807745930716365,0.7453858830165108
ksor-18,1,9,41.846072578559316,0.7449397878419353
twin-001,8,17,41.8533845454688,0.7448546438304761
twin-012,7,10,41.85966846990544,0.7447814611407375
twin-111,7,15,41.87185843041395,0.7446394711108189
ksor-18,2,9,41.876034357904004,0.7445908216866979
twin-233,8,20,41.90645169262049,0.7442363413772932
twin-122,8,15,41.92541642883979,0.7440152222406424
twin-233,4,7,41.95845229598898,0.7436298462488251
ksor-13,18,9,41.97564268657741,0.7434292159864118
twin-001,8,14,42.038547079144436,0.7426944840234595
twin-111,6,14,42.05011635760169,0.7425592557685767
twin-013,5,6,42.0578205197339,0.7424691883804826
twin-023,16,19,42.06474303324215,0.7423882475962027
ksor-04,16,9,42.07377958642374,0.742282572311793
twin-233,18,19,42.08154453839778,0.742191752639906
ksor-11,18,9,42.104690194326274,0.7419209578134827
ksor-09,7,9,42.159724522032654,0.7412765922915558
twin-011,2,20,42.17387641561148,0.7411107852806724
twin-111,1,17,42.178123547597664,0.7410610160331625
ksor-11,3,9,42.1913565421136,0.7409059214746778
nwor-03,16,9,42.20479434540911,0.7407483860537432
twin-011,1,19,42.21566515067306,0.7406209145107512
twin-023,17,20,42.23037982300223,0.7404483271452276
twin-112,17,18,42.26065515797954,0.7400930762535769
nwor-02,1,9,42.29637618636681,0.7396736598442983
ksor-18,12,9,42.296695197385034,0.7396699128991964
twin-233,1,18,42.36541030438408,0.7388622851326361
twin-111,5,20,42.383227939699715,0.738652695954017
twin-011,11,17,42.38399035873411,0.738643726010765
twin-233,4,8,42.48573104763735,0.7374455630651493
twin-123,2,17,42.58182991850298,0.7363117062530795
twin-012,1,7,42.58579050649986,0.7362649313776477
nwor-05,2,9,42.62204370145805,0.7358366146560817
twin-133,3,6,42.6498877985549,0.7355074479666368
twin-011,5,7,42.66532826861579,0.735324839307782
nwor-08,1,9,42.67998578335105,0.7351514409597284
ksor-16,16,9,42.69411528650512,0.7349842434433393
twin-111,3,8,42.70914290819903,0.7348063692432509
nwor-07,2,9,42.71859749516445,0.7346944342719988
twin-011,7,18,42.73392762920507,0.7345128948682855
twin-011,13,16,42.75770985685142,0.7342311617392008
twin-223,13,17,42.769923840165205,0.734086421172556
twin-223,2,7,42.77374598869875,0.7340411203369297
twin-133,7,11,42.78960123890852,0.7338531659997118
ksor-04,19,9,42.80129797179839,0.733714472331824
ksor-12,14,9,42.804400778191344,0.733677675763976
twin-013,1,14,42.81269891572529,0.7335792565448473
twin-133,1,12,42.815979259515906,0.7335403461160159
twin-111,5,13,42.845945526719944,0.7331847841811014
twin-011,1,14,42.85158701550132,0.7331178231893318
twin-023,2,17,42.85312169778322,0.7330996062275879
ksor-12,12,9,42.91357878645159,0.7323815510929721
twin-011,1,17,42.919808384167915,0.7323075151583578
ksor-01,16,9,42.95581994594939,0.7318793644914319
ksor-15,12,9,42.9950087521348,0.7314131102507455
twin-223,11,18,43.003667785300735,0.7313100420435772
twin-233,6,8,43.0245653382949,0.7310612303154249
twin-012,6,19,43.05323212654024,0.7307197578408979
twin-223,1,10,43.08205888665851,0.730376195361736
twin-113,4,16,43.12777210915283,0.7298309979855655
twin-011,6,7,43.12867599234232,0.729820213164821
twin-013,2,19,43.15528151423265,0.7295026839592356
twin-001,12,17,43.187751984275145,0.7291149451680092
ksor-06,4,9,43.19153426368697,0.7290697647024453
twin-011,11,19,43.2239430754594,0.7286825014709541
ksor-03,12,9,43.24900554770983,0.7283828621284569
twin-113,18,20,43.278858314213984,0.7280257696102573
twin-111,4,13,43.283010318434286,0.727976088550697
twin-133,10,12,43.2888554831047,0.7279061413975194
twin-023,18,19,43.295792997300246,0.7278231126271302
twin-122,17,19,43.3802044948332,0.7268120140979992
twin-111,2,19,43.3836008544021,0.7267712987660897
twin-023,2,10,43.41416582929647,0.7264047730005125
nwor-09,18,9,43.414748597841715,0.7263977826109782
twin-001,4,20,43.452586701832445,0.7259437484975277
twin-013,1,2,43.45633998629425,0.7258986941154519
twin-133,17,19,43.47392493365656,0.7256875631335811
twin-023,12,15,43.474216232670386,0.7256840651208956
twin-011,1,18,43.48875687465787,0.7255094325581439
twin-011,7,14,43.50624292531972,0.7252993638660885
ksor-06,7,9,43.512353634012186,0.7252259369294658
twin-001,2,6,43.52602992489571,0.725061571248736
ksor-16,1,9,43.52930442355408,0.7250222112321161
ksor-20,3,9,43.53331046309257,0.7249740547521442
twin-122,3,6,43.53690297266139,0.7249308662891814
ksor-14,2,9,43.54431784815582,0.7248417170625308
twin-233,7,20,43.559347156624646,0.7246609820863184
twin-012,12,20,43.56707287360775,0.7245680570586555
twin-112,3,20,43.62397254139351,0.7238832613961317
twin-122,8,14,43.64824119953543,0.723590967392528
twin-113,12,20,43.666752144540666,0.7233679325515892
twin-133,18,19,43.687437866152806,0.7231186049124263
twin-133,3,18,43.71475973519531,0.7227891464854594
twin-001,5,18,43.73397510489508,0.7225573411415991
twin-023,1,4,43.75408483513583,0.7223146596149081
twin-113,13,16,43.76459908295462,0.7221877396574341
twin-112,10,16,43.78437829137243,0.7219489142784867
twin-122,8,18,43.80738066151164,0.7216710624107452
nwor-05,14,9,43.822271954580614,0.7214911244155935
ksor-04,18,9,43.84509712024367,0.7212152233763807
twin-011,14,19,43.87284064526088,0.7208797171634702
twin-122,1,12,43.895244921493756,0.7206086558481146
nwor-07,16,9,43.932516426168334,0.7201574771623074
twin-111,16,18,43.98283759187456,0.7195478464003391
